val_P_loss,val_cv_loss,val_gammaV_loss,val_rhoBetaT_loss,val_alphaP_loss,val_mu_jt_loss,val_cp_predicted,val_adiabatic_index_loss,val_U_loss,val_Z_loss,train_loss,val_loss,epoch,step,timestamp,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name
8.665774002984667,0.41973335135354894,4.301922475365792,1.7592783509356111,4.921690945772207,1.2105797095065016,10.934212425343514,0.9302219610397225,1.7989587659107067,2.795891365983557,3.314055092172552,3.246383370317022,0,15,1701345693,True,False,1,3a886805,2023-11-30_12-01-34,3.114539861679077,3.114539861679077,50873,dyn3229-97.wlan.ic.ac.uk,127.0.0.1,3.114539861679077,1,checkpoint_000000
6.236494384055501,0.4251670238147798,3.6518576026889145,1.7238118641710154,4.4750137360246205,0.7338149895011473,10.70914269347794,0.9378285418816628,1.640573069866935,2.050451130245153,2.906204723784025,3.1226651925938604,1,30,1701345694,True,False,2,3a886805,2023-11-30_12-01-34,0.4216451644897461,3.5361850261688232,50873,dyn3229-97.wlan.ic.ac.uk,127.0.0.1,3.5361850261688232,2,checkpoint_000001
8.12938471166523,0.3595937912527956,4.077104836529566,1.373903313423299,3.015482137766559,1.0228350957147818,7.534384835427676,0.6990163584179699,1.5602773924475428,2.9200740994418495,2.9494146031344357,2.99669789280491,2,45,1701345694,True,False,3,3a886805,2023-11-30_12-01-34,0.2961418628692627,3.832326889038086,50873,dyn3229-97.wlan.ic.ac.uk,127.0.0.1,3.832326889038086,3,checkpoint_000002
9.292404316811727,0.4566283859417443,3.739584958261677,2.142166854962907,5.565264750413594,0.8292480154749509,11.983227007684262,0.9360731820951484,1.3090349726633197,2.5212034142977413,2.7497307223599567,2.869170940490062,3,60,1701345695,True,False,4,3a886805,2023-11-30_12-01-35,0.290647029876709,4.122973918914795,50873,dyn3229-97.wlan.ic.ac.uk,127.0.0.1,4.122973918914795,4,checkpoint_000003
11.18245567714103,0.40206343788048565,3.638447999612418,1.8635889980099853,4.3490469512862004,1.0292017010917247,9.61360200570794,0.7874912860005021,1.0156722552455926,3.002383776692765,2.6056584339726507,2.742858290808395,4,75,1701345695,True,False,5,3a886805,2023-11-30_12-01-35,0.2517681121826172,4.374742031097412,50873,dyn3229-97.wlan.ic.ac.uk,127.0.0.1,4.374742031097412,5,checkpoint_000004
12.153277902412908,0.3389037619567401,3.7578999455191626,1.8357750023011727,3.1048537654271082,0.9145939679440792,6.995203242885437,0.6296272919293077,0.9361461284882918,3.105305850932568,2.4148415894722093,2.6249112024040695,5,90,1701345695,True,False,6,3a886805,2023-11-30_12-01-35,0.4462149143218994,4.8209569454193115,50873,dyn3229-97.wlan.ic.ac.uk,127.0.0.1,4.8209569454193115,6,checkpoint_000005
12.56694284263997,0.38515705259049293,3.779841056837947,2.066340499126183,3.8788678558601046,1.0965801706969152,8.14833339431149,0.6750641652401672,0.769669741407305,3.148077591647621,2.426109641210014,2.521545051431227,6,105,1701345696,True,False,7,3a886805,2023-11-30_12-01-36,0.2602849006652832,5.081241846084595,50873,dyn3229-97.wlan.ic.ac.uk,127.0.0.1,5.081241846084595,7,checkpoint_000006
7.958092569590921,0.4418911315874532,3.56010369275657,2.91902674601532,5.803844763228713,0.7642182886506018,10.91257404830975,0.7771109253126223,0.7224429512621912,2.5057722993382594,2.304300312550106,2.429286072719335,7,120,1701345696,True,False,8,3a886805,2023-11-30_12-01-36,0.2499380111694336,5.331179857254028,50873,dyn3229-97.wlan.ic.ac.uk,127.0.0.1,5.331179857254028,8,checkpoint_000007
11.365309472665391,0.3331831459146379,3.834764978736492,1.8763108969606876,3.020989812399334,0.8384630490562167,6.8576696454627575,0.6141820885879019,0.5805899346391798,3.223311411449233,2.216033173002914,2.352784357264495,8,135,1701345696,True,False,9,3a886805,2023-11-30_12-01-36,0.2569410800933838,5.588120937347412,50873,dyn3229-97.wlan.ic.ac.uk,127.0.0.1,5.588120937347412,9,checkpoint_000008
8.82324483074553,0.4739154989720554,4.202134792934655,2.4595899964356316,4.688714132818229,1.1338776446689156,9.816291790200117,0.7383099930456536,0.5815679372261006,2.943439011651126,2.173776754917228,2.2886238073488414,9,150,1701345696,True,False,10,3a886805,2023-11-30_12-01-36,0.3528907299041748,5.941011667251587,50873,dyn3229-97.wlan.ic.ac.uk,127.0.0.1,5.941011667251587,10,checkpoint_000009
